"id","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"1839","ENANTATO DE NORETISTERONA;VALERATO DE ESTRADIOL","50MG/ML|5MG/ML|injetavel|solucao",14.18,22.69,20,"ENANTATO DE NORETISTERONA + VALERATO DE ESTRADIOL|NOREGYNA|MESIGYNA","14.18|20.34|22.69","14.18|20.34|22.69","14|20|23"
"1840","ENFLURANO","ERRO|inalatorio|solucao",243.13,303.91,283,"ENFLURAN","243.13","303.91","283"
"1841","ENFUVIRTIDA","90MG/ML|injetavel|po",5328.52,6660.65,6213,"FUZEON","5328.52","6660.65","6213"
"1842","ENOXAPARINA SÓDICA","100MG/ML|injetavel|solucao",40.74,924.26,235,"VERSA|VERSA|VERSA|VERSA|VERSA|VERSA|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW|ENOXALOW","40.74|79.2|120.66|160.98|122.23|237.57|201.72|391.7|552.5|739.41|97.05|201.72|391.7|552.5|739.41","50.93|99|150.83|201.23|152.79|296.96|252.15|489.63|690.63|924.26|121.31|252.15|489.63|690.63|924.26","47|92|141|188|143|277|235|457|644|862|113|235|457|644|862"
"1843","ENOXAPARINA SÓDICA","100MG|injetavel|solucao",212.99,266.24,248,"CLEXANE","212.99","266.24","248"
"1844","ENOXAPARINA SÓDICA","20MG|injetavel|solucao",40.83,268.63,235,"HEPARINOX|HEPARINOX|CLEXANE|CLEXANE|CUTENOX","40.83|204.12|42.96|214.9|201.32","51.04|255.15|53.7|268.63|251.65","48|238|50|251|235"
"1845","ENOXAPARINA SÓDICA","40MG|injetavel|solucao",78.21,521.81,292,"HEPARINOX|HEPARINOX|CLEXANE|CLEXANE|CLEXANE|CUTENOX|CUTENOX","79.31|396.58|83.46|250.42|417.45|391.15|78.21","99.14|495.73|104.33|313.03|521.81|488.94|97.76","92|462|97|292|487|456|91"
"1846","ENOXAPARINA SÓDICA","60MG|injetavel|solucao",119.93,159.98,142,"HEPARINOX|CLEXANE|CUTENOX","121.56|127.98|119.93","151.95|159.98|149.91","142|149|140"
"1847","ENOXAPARINA SÓDICA","80MG|injetavel|solucao",159.69,213.08,189,"HEPARINOX|CLEXANE|CUTENOX","161.94|170.46|159.69","202.43|213.08|199.61","189|199|186"
"1848","ENTACAPONA","200MG|oral|comprimido",142.09,142.09,142,"ENTARKIN","142.09","142.09","142"
"1849","ENTECAVIR","0.5MG|oral|comprimido",857.98,857.98,858,"BARACLUDE","857.98","857.98","858"
"1850","ENTECAVIR MONOIDRATADO","0.5MG|oral|comprimido",27884.81,27884.81,27885,"ENTECAVIR","27884.81","27884.81","27885"
"1851","ENZALUTAMIDA","40MG|oral|comprimido",8800.31,12708.69,11155,"XTANDI","8800.31","12708.69","11155"
"1852","EPINEFRINA","1MG/ML|injetavel|solucao",91.5,209.85,119,"EPINEFRINA|HYFREN|ADREN","102.48|91.5|145.31","128.1|132.14|209.85","119|116|184"
"1853","EPINEFRINA;BENZENO;MENTOL;BENZOCAÍNA","25G|oral|po",17.96,25.93,23,"POMADA DE ERVA DE BICHO ADRENALINA E HAMAMÉLIS COMPOSTA IMESCARD","17.96","25.93","23"
"1854","EPINEFRINA;CLORIDRATO DE ARTICAÍNA","72MG|18MCG|injetavel|solucao",104.97,131.21,122,"ARTICAINE","104.97","131.21","122"
"1855","EPINEFRINA;CLORIDRATO DE LIDOCAINA","20MG/ML|0.01MG/ML|injetavel|solucao",63.59,79.49,74,"ALPHACAINE","63.59","79.49","74"
"1856","EPINEFRINA;CLORIDRATO DE MEPIVACAÍNA","20MG/ML|10MCG/ML|injetavel|solucao",97.71,122.14,114,"MEPIADRE","97.71","122.14","114"
"1857","ERDAFITINIBE","3MG|oral|comprimido",28244.66,61182.93,44753.5,"ERFANDEL|ERFANDEL","28244.66|42366.98","40788.62|61182.93","35803|53704"
"1858","ERDAFITINIBE","4MG|oral|comprimido",18829.77,54384.82,35803,"ERFANDEL|ERFANDEL","18829.77|37659.54","27192.42|54384.82","23869|47737"
"1859","ERDAFITINIBE","5MG|oral|comprimido",23537.21,33990.51,29836,"ERFANDEL","23537.21","33990.51","29836"
"1860","ERENUMABE","70MG/ML|injetavel|solucao",1596.95,2306.18,2024,"PASURTA","1596.95","2306.18","2024"
"1861","ERGOTAMINA;CAFEÍNA ANIDRA;DIPIRONA","1MG|100MG|350MG|oral|comprimido",9.79,14.13,12,"CEFALIV","9.79","14.13","12"
"1862","ERITROPOIETINA","40000UI/ML|injetavel|solucao",1205.94,1507.43,1406,"ALFAEPOETINA","1205.94","1507.43","1406"
"1863","ERLOTINIBE","100MG|oral|comprimido",7197.27,8996.59,8391,"TARCEVA","7197.27","8996.59","8391"
"1864","ERLOTINIBE","150MG|oral|comprimido",8178.65,10223.31,9536,"TARCEVA","8178.65","10223.31","9536"
"1865","ERLOTINIBE","25MG|oral|comprimido",2252.58,2815.73,2626,"TARCEVA","2252.58","2815.73","2626"
"1866","ERTAPENÉM SÓDICO","1G|injetavel|solucao",349.97,437.46,408,"INVANZ","349.97","437.46","408"
"1867","ESILATO DE NINTEDANIBE","100MG|oral|comprimido",6539.56,9443.9,8290,"OFEV","6539.56","9443.9","8290"
"1868","ESILATO DE NINTEDANIBE","150MG|oral|comprimido",13079.14,18887.82,16579,"OFEV","13079.14","18887.82","16579"
"1869","ESOMEPRAZOL MAGNÉSICO","20MG|oral|comprimido",31.54,144.1,87,"ÉSIO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESMOG|MEZOLIUM|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|NEXIUM|NEXIUM|NEXIUM|ESOMEPRAZOL MAGNÉSIO TRIIDRATADO|ESOMEPRAZOL MAGNÉSIO TRIIDRATADO|ESOMEPRAZOL MAGNÉSICO|ESOP|ESOP|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEX|ESOMEX|NEXPRAZIN|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO","74.92|37.47|74.91|74.91|113.84|37.47|74.91|31.54|57.63|115.28|37.45|74.91|66.65|56.94|113.84|37.47|74.91|56.94|113.84|113.84|37.47|74.91","93.65|46.84|93.64|93.64|142.3|46.84|93.64|39.43|72.04|144.1|46.81|93.64|83.31|71.18|142.3|46.84|93.64|71.18|142.3|142.3|46.84|93.64","87|44|87|87|133|44|87|37|67|134|44|87|78|66|133|44|87|66|133|133|44|87"
"1870","ESOMEPRAZOL MAGNÉSICO","40MG|oral|comprimido",39.17,301.16,183,"ÉSIO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESMOG|MEZOLIUM|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|NEXIUM|NEXIUM|NEXIUM|ESOMEPRAZOL MAGNÉSIO TRIIDRATADO|ESOMEPRAZOL MAGNÉSIO TRIIDRATADO|ESOMEPRAZOL MAGNÉSICO|ESOP|ESOP|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEX|ESOMEX|NEXPRAZIN|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO|ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO","156.6|78.29|156.6|156.6|238.92|78.29|156.6|68.52|120.46|240.93|78.29|156.59|139.38|119.45|238.92|39.17|78.29|156.6|119.45|238.92|238.92|78.29|156.6","195.75|97.86|195.75|195.75|298.65|97.86|195.75|85.65|150.58|301.16|97.86|195.74|174.23|149.31|298.65|48.96|97.86|195.75|149.31|298.65|298.65|97.86|195.75","183|91|183|183|279|91|183|80|140|281|91|183|163|139|279|46|91|183|139|279|279|91|183"
"1871","ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO","20MG|oral|comprimido",227.73,284.66,266,"ESOMEX","227.73","284.66","266"
"1872","ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO","40MG|oral|comprimido",477.81,597.26,557,"ESOMEX","477.81","597.26","557"
"1873","ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO;AMOXICILINA TRIHIDRATADA;ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA","500MG|500MG|20MG|oral|comprimido",158.53,228.93,201,"ESOGASTRO IBP","158.53","228.93","201"
"1874","ESOMEPRAZOL SÓDICO","20MG|oral|comprimido",9.05,27.86,18.5,"NOVOPRAZOL|NOVOPRAZOL","9.05|22.29","11.31|27.86","11|26"
"1875","ESOMEPRAZOL SÓDICO","40MG|injetavel|po",459.09,573.86,535,"NEXIUM IV","459.09","573.86","535"
"1876","ESOMEPRAZOL SÓDICO","40MG|injetavel|solucao",29.83,573.86,285,"ÉSIO|ESOMEPRAZOL SODICO","459.09|29.83","573.86|37.29","535|35"
"1877","ESOMEPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA","500MG|500MG|20MG|oral|comprimido",237.79,343.39,301,"ESOGASTRO IBP","237.79","343.39","301"
"1878","ESPIRAMICINA","1.5MUI|oral|comprimido",49.69,62.11,58,"ROVAMICINA","49.69","62.11","58"
"1879","ESPIRONOLACTONA","100MG|oral|comprimido",13.37,625.54,29.5,"ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ALDACTONE","13.37|24.9|15.93|29.93|500.43|25.44","16.71|31.13|19.91|37.41|625.54|31.8","16|29|19|35|583|30"
"1880","ESPIRONOLACTONA","25MG|oral|comprimido",14.07,159.3,17,"ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ALDACTONE|ALDOSTERIN|ESPIRONOLACTONA|DIACQUA","14.48|14.15|14.07|22.29|127.44|14.48|14.34","18.1|17.69|17.59|27.86|159.3|18.1|17.93","17|16|16|26|149|17|17"
"1881","ESPIRONOLACTONA","50MG|oral|comprimido",22.47,255.8,27,"ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ESPIRONOLACTONA|ALDACTONE|ESPIRONOLACTONA|DIACQUA","22.78|22.75|22.47|204.64|35.08|22.82|22.59","28.48|28.44|28.09|255.8|43.85|28.53|28.24","27|27|26|239|41|27|26"
"1882","ESPIRONOLACTONA;FUROSEMIDA","100MG|20MG|oral|comprimido",40.91,51.14,48,"LASILACTONA","40.91","51.14","48"
"1883","ESPIRONOLACTONA;HIDROCLOROTIAZIDA","50MG|50MG|oral|comprimido",28.79,35.99,34,"ALDAZIDA","28.79","35.99","34"
"1884","ESTAZOLAM","2MG|oral|comprimido",14.29,17.86,17,"NOCTAL","14.29","17.86","17"
"1885","ÉSTERES ETÍLICOS DOS ÁCIDOS GRAXOS DO ÓLEO DE PAPOULA IODADOS","480MG/ML|injetavel|solucao",540.93,676.16,631,"LIPIODOL UF","540.93","676.16","631"
"1886","ESTOLATO DE ERITROMICINA","50MG/ML|oral|solucao",195.79,244.74,228,"RUBROMICIN","195.79","244.74","228"
"1887","ESTRADIOL","0.5G|oral|pomada-creme-gel",24.49,30.61,29,"SANDRENA","24.49","30.61","29"
"1888","ESTRADIOL","1G|oral|pomada-creme-gel",44.76,55.95,52,"SANDRENA","44.76","55.95","52"
"1889","ESTRADIOL","1MG|oral|comprimido",35.54,44.43,41,"NATIFA","35.54","44.43","41"
"1890","ESTRADIOL HEMI-HIDRATADO","0.6MG/G|80G|oral|pomada-creme-gel",39.95,49.94,47,"OESTROGEL","39.95","49.94","47"
"1891","ESTRADIOL HEMI-HIDRATADO","100MCG|oral|comprimido",96.12,120.15,112,"ESTRADOT","96.12","120.15","112"
"1892","ESTRADIOL HEMI-HIDRATADO","10MCG|vaginal|comprimido",72.88,91.1,85,"VAGIFEM","72.88","91.1","85"
"1893","ESTRADIOL HEMI-HIDRATADO","25MCG|oral|comprimido",61.03,76.29,71,"ESTRADOT","61.03","76.29","71"
"1894","ESTRADIOL HEMI-HIDRATADO","50G|oral|pomada-creme-gel",45.74,57.18,53,"ESTREVA","45.74","57.18","53"
"1895","ESTRADIOL HEMI-HIDRATADO","50MCG|oral|comprimido",71.72,89.65,84,"ESTRADOT","71.72","89.65","84"
"1896","ESTRADIOL HEMI-HIDRATADO;ACETATO DE NOMEGESTROL","2.5MG|1.5MG|oral|comprimido",26.43,38.17,34,"STEZZA|IZIZ","26.43|26.43","38.17|38.17","34|34"
"1897","ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA","0.5MG|0.1MG|oral|comprimido",46.38,57.98,54,"NATIFA PRO UBD","46.38","57.98","54"
"1898","ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA","1MG|0.5MG|oral|comprimido",46.38,57.98,54,"NATIFA PRO","46.38","57.98","54"
"1899","ESTRADIOL HEMI-HIDRATADO;DIDROGESTERONA","1MG|5MG|oral|comprimido",46.51,58.14,54,"FEMOSTON","46.51","58.14","54"
"1900","ESTRADIOL HEMI-HIDRATADO;DIDROGESTERONA","1MG|oral|comprimido",46.51,58.14,54,"FEMOSTON","46.51","58.14","54"
"1901","ESTRADIOL HEMI-HIDRATADO;DROSPIRENONA","1MG|2MG|oral|comprimido",67.88,84.85,79,"ANGELIQ","67.88","84.85","79"
"1902","ESTRADIOL;ACETATO DE NORETISTERONA","1MG|0.5MG|oral|comprimido",27.93,100.28,63.5,"SUPRELLE|SUPRELLE","27.93|80.22","34.91|100.28","33|94"
"1903","ESTRADIOL;ACETATO DE NORETISTERONA","2MG|1MG|oral|comprimido",23.79,29.74,28,"SUPREMA","23.79","29.74","28"
"1904","ESTRADIOL;ACETATO DE NORETISTERONA","50MCG|140MCG|oral|comprimido",81.64,102.05,95,"ESTALIS","81.64","102.05","95"
"1905","ESTRIOL","1MG/G|50G|vaginal|pomada-creme-gel",21.84,41.98,37,"OVESTRION|ESTRIONIL|STELE|ESTRIOL","33.58|30.49|32.56|21.84","41.98|38.11|40.7|27.3","39|36|38|25"
"1906","ESTRIOL","1MG|oral|comprimido",16.35,20.44,19,"OVESTRION","16.35","20.44","19"
"1907","ESTROGÊNIOS CONJUGADOS","0.3MG|oral|comprimido",19.29,24.11,22,"PREMARIN","19.29","24.11","22"
"1908","ESTROGÊNIOS CONJUGADOS","0.625MG|oral|comprimido",29.93,37.41,35,"PREMARIN","29.93","37.41","35"
"1909","ESZOPICLONA","2MG|oral|comprimido",38.93,56.22,49,"PRYSMA","38.93","56.22","49"
"1910","ESZOPICLONA","3MG|oral|comprimido",38.93,56.22,49,"PRYSMA","38.93","56.22","49"
"1911","ETABONATO DE LOTEPREDNOL","2MG/ML|oftalmico|solucao",43.53,54.41,51,"ALREX","43.53","54.41","51"
"1912","ETABONATO DE LOTEPREDNOL","5MG/ML|oftalmico|solucao",43.37,54.21,51,"LOTEPROL","43.37","54.21","51"
"1913","ETABONATO DE LOTEPREDNOL;TOBRAMICINA","5MG/ML|3MG/ML|oftalmico|solucao",24.14,34.87,31,"ZYLET","24.14","34.87","31"
"1914","ETANERCEPTE","25MG|injetavel|po",3462.3,3462.3,3462,"ENBREL","3462.3","3462.3","3462"
"1915","ETANERCEPTE","50MG/ ML|injetavel|solucao",2185.77,2732.21,2548,"BRENZYS","2185.77","2732.21","2548"
"1916","ETANERCEPTE","50MG/ML|injetavel|solucao",2410.82,8410.96,7799,"ENBREL PFS|ENBREL PFS|BIO-MANGUINHOS ETANERCEPTE","6728.77|6689.05|2410.82","8410.96|8361.31|3013.53","7845|7799|2811"
"1917","ETANERCEPTE","50MG|injetavel|solucao",3721.21,5933.06,4936.5,"ERELZI|ERELZI","3721.21|4746.45","4651.51|5933.06","4339|5534"
"1918","ETINILESTRADIOL","2MG|0.035MG|oral|comprimido",12.99,45.65,20,"ACETATO DE CIPROTERONA+ETINILESTRADIOL|LYDIAN|LYDIAN","12.99|17.26|36.52","16.24|21.58|45.65","15|20|43"
"1919","ETINILESTRADIOL","3MG|0.03MG|oral|comprimido",35.45,156.89,45,"DROSPIRENONA + ETINILESTRADIOL|DROSPIRENONA + ETINILESTRADIOL|DALYNE|DALYNE","35.54|35.45|125.51|41.83","44.43|44.31|156.89|52.29","41|41|146|49"
"1920","ETINILESTRADIOL;ACETATO DE NORETISTERONA","2MG|0.01MG|oral|comprimido",7.03,8.79,8,"PRIMOSISTON","7.03","8.79","8"
"1921","ETINILESTRADIOL;DROSPIRENONA","3MG|0.02MG|oral|comprimido",34.51,174.36,41.5,"IUMI|IUMI|IUMI|IUMI|MOLIÈRI 20|INGRID|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|DROSPERINONA + ETINILESTRADIOL|FUCSIA MINUS|DROSPIRENONA + ETINILESTRADIOL|DIVA 20|NIKI|NIKI|NIKI|DROSPIRENONA + ETINILESTRADIOL|DROSPIRENONA + ETINILESTRADIOL|MEGY","35.87|95.47|42.79|128.4|34.51|35.45|35.45|106.3|35.44|35.45|106.33|35.45|106.33|35.45|35.43|35.05|46.49|139.49|46.49|35.45|106.33|35.45","44.84|119.34|53.49|160.5|43.14|44.31|44.31|132.88|44.3|44.31|132.91|44.31|132.91|44.31|44.29|43.81|58.11|174.36|58.11|44.31|132.91|44.31","42|111|50|150|40|41|41|124|41|41|124|41|124|41|41|41|54|163|54|41|124|41"
"1922","ETINILESTRADIOL;DROSPIRENONA","3MG|0.03MG|oral|comprimido",28.68,204.45,53,"ELANI|ELANI|ELANI CICLO|ELANI CICLO|MOLIÈRI 30|MOLIÈRI 30|LYLLAS|DROSPIRENONA + ETINILESTRADIOL|DROSPIRENONA+ETINILESTRADIOL|DROSPIRENONA+ETINILESTRADIOL|ELÔ|DROSPIRENONA + ETINILESTRADIOL|YLANA|DROSPIRENONA + ETINILESTRADIOL|FUCSIA FEM|DROSPIRENONA+ETINILESTRADIOL|DIVA|DIVA|PREVYASM|DROSPIRENONA + ETINILESTRADIOL|DROSPIRENONA + ETINILESTRADIOL|YASMIN|YASMIN|YASMIN|YASMIN","45.25|120.47|33.92|90.28|34.51|89.7|29.86|28.68|106.33|35.45|42.55|94.51|33.96|106.33|35.44|33.63|30.67|81.88|41.4|106.3|35.45|54.53|163.56|54.53|163.56","56.56|150.59|42.4|112.85|43.14|112.13|37.33|35.85|132.91|44.31|53.19|118.14|42.45|132.91|44.3|42.04|38.34|102.35|51.75|132.88|44.31|68.16|204.45|68.16|204.45","53|140|40|105|40|105|35|33|124|41|50|110|40|124|41|39|36|95|48|124|41|64|191|64|191"
"1923","ETIONAMIDA","250MG|oral|comprimido",522.96,653.7,610,"FARMANGUINHOS - ETIONAMIDA","522.96","653.7","610"
"1924","ETODOLACO","300MG|oral|comprimido",15.06,40.43,28,"FLANCOX|FLANCOX","32.34|15.06","40.43|18.83","38|18"
"1925","ETODOLACO","400MG|oral|comprimido",9.32,35.91,17,"FLANCOX|FLANCOX|ETODOLACO|ETODOLACO|TODOC","28.73|14.33|9.32|18.65|14.33","35.91|17.91|11.65|23.31|17.91","33|17|11|22|17"
"1926","ETODOLACO","500MG|oral|comprimido",25.13,31.41,29,"FLANCOX","25.13","31.41","29"
"1927","ETOMIDATO","2MG/ML|injetavel|solucao",58.33,557.34,294,"ETOMIDATO|ETOMIDATO","445.87|58.33","557.34|72.91","520|68"
"1928","ETONOGESTREL","68MG|oral|comprimido",562.24,702.8,656,"IMPLANON","562.24","702.8","656"
"1929","ETONOGESTREL;ETINILESTRADIOL","11.7MG|2.7MG|vaginal|comprimido",57.27,71.59,67,"NUVARING|NUVARING","57.27|57.27","71.59|71.59","67|67"
"1930","ETOPOSÍDEO","20MG/ML|injetavel|solucao",64.36,825.14,422.5,"EPÓSIDO|EVOPOSDO","660.11|64.36","825.14|80.45","770|75"
"1931","ETORICOXIBE","60MG|oral|comprimido",35.64,88.86,62.5,"ARCOXIA|ARCOXIA|HETORI|HETORI","36.12|71.09|35.64|71.09","45.15|88.86|44.55|88.86","42|83|42|83"
"1932","ETORICOXIBE","90MG|oral|comprimido",11.49,99.04,47,"ARCOXIA|ARCOXIA|ARCOXIA|HETORI|HETORI","40.27|79.23|11.49|40.01|79.23","50.34|99.04|14.36|50.01|99.04","47|92|13|47|92"
"1933","ETOSSUXIMIDA","50MG/ML|oral|solucao",39.32,39.32,39,"ETOXIN","39.32","39.32","39"
"1934","ETRAVIRINA","100MG|oral|comprimido",1776.79,2220.99,2072,"INTELENCE","1776.79","2220.99","2072"
"1935","ETRAVIRINA","200MG|oral|comprimido",1776.79,2220.99,2072,"INTELENCE","1776.79","2220.99","2072"
"1936","EUCALIPTO;MENTOL;CÂNFORA","28.2MG/G|52.6MG/G|13.3MG/G|100G|oral|comprimido",33.37,48.18,42,"VICK VAPORUB","33.37","48.18","42"
"1937","EUCALIPTUS GLOBULUS  LABILL","100MG/ML|oral|solucao",23.04,33.27,29,"EUCAPROL","23.04","33.27","29"
"1938","EUCALIPTUS GLOBULUS  LABILL","ERRO|oral|comprimido",23.04,33.27,29,"EUCAPROL","23.04","33.27","29"
"1939","EVEROLIMO","0.5MG|oral|comprimido",1176.11,1176.11,1176,"CERTICAN","1176.11","1176.11","1176"
"1940","EVEROLIMO","0.75MG|oral|comprimido",1764.19,1764.19,1764,"CERTICAN","1764.19","1764.19","1764"
"1941","EVEROLIMO","10MG|oral|comprimido",6911.62,14857.61,10958,"AFINITOR|EVEROLIMO","11886.09|6911.62","14857.61|8639.53","13858|8058"
"1942","EVEROLIMO","1MG|oral|comprimido",2352.25,2352.25,2352,"CERTICAN","2352.25","2352.25","2352"
"1943","EVEROLIMO","2.5MG|oral|comprimido",2971.47,3714.34,3465,"AFINITOR","2971.47","3714.34","3465"
"1944","EVEROLIMO","5MG|oral|comprimido",3455.8,7428.79,5479,"AFINITOR|EVEROLIMO","5943.03|3455.8","7428.79|4319.75","6929|4029"
"1945","EVOLOCUMABE","140MG/ML|injetavel|solucao",804.62,2323.92,1530,"REPATHA|REPATHA","804.62|1609.23","1161.96|2323.92","1020|2040"
"1946","EXEMESTANO","25MG|oral|comprimido",457.89,918.73,557,"AROMASIN|EXEMESTANO|EMAH|EXEMESTANO","734.98|477.72|457.89|477.75","918.73|597.15|572.36|597.19","857|557|534|557"
"1947","EXTRATO DA SEMENTE DE GLYCINE SOJA (SOJA)","150MG|oral|comprimido",57.94,83.67,73,"PAUSEFEMME","57.94","83.67","73"
"1948","EXTRATO DE AESCULUS HIPPOCASTANUM (CASTANHA-DA-ÍNDIA)","100MG|oral|comprimido",26.84,74.66,50,"VARISBEM|VARISBEM","26.84|51.7","38.76|74.66","34|66"
"1949","EXTRATO DE GINKGO BILOBA","120MG|oral|comprimido",36.28,219.51,119.5,"TEBONIN|FITOBILOBA","152|36.28","219.51|52.39","193|46"
"1950","EXTRATO DE GINKGO BILOBA","80MG|oral|comprimido",27.41,152.74,61,"TEBONIN|FITOBILOBA|FITOBILOBA","105.77|27.41|47.87","152.74|39.58|69.14","134|35|61"
"1951","EXTRATO DE HEDERA HELIX (HERA)","7MG/ML|oral|solucao",24.4,35.24,31,"HEDERA CIMED","24.4","35.24","31"
"1952","EXTRATO DE SYMPHYTUM OFFICINALE","350MG/G|25G|topico|pomada-creme-gel",20.21,29.19,26,"FLEXIVE CDM","20.21","29.19","26"
"1953","EXTRATO DE SYMPHYTUM OFFICINALE","350MG/G|50G|topico|pomada-creme-gel",33.55,48.46,43,"FLEXIVE CDM","33.55","48.46","43"
"1954","EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.","100MG|oral|comprimido",24.42,58.81,41.5,"VENOCEL|VENOCEL","24.42|40.72","35.26|58.81","31|52"
"1955","EXTRATO SECO DE HYPERICUM PERFORATUM L","100MG|oral|comprimido",27.29,39.42,35,"HIPÉRICO HERBARIUM","27.29","39.42","35"
"1956","EXTRATO SECO DE HYPERICUM PERFORATUM L","300MG|oral|comprimido",52.85,76.32,67,"HIPERICIN","52.85","76.32","67"
"1957","EXTRATO SECO DE PASSIFLORA","260MG|oral|comprimido",11.14,16.09,14,"FIQUEZEN","11.14","16.09","14"
"1958","EXTRATO SECO DE PASSIFLORA","60MG/ML|oral|solucao",14.86,21.46,19,"FIQUEZEN","14.86","21.46","19"
"1959","EXTRATO SECO DE VALERIANA OFFICINALIS L.","100MG|oral|comprimido",21.08,42.59,29,"SONOTABS|SONOTABS|VALSED","21.08|22.77|29.49","30.44|32.88|42.59","27|29|37"
"1960","EXTRATO SECO DE VALERIANA OFFICINALIS L.","225.75MG|oral|comprimido",30.81,690.33,322.5,"VALESSONE|VALESSONE","30.81|478.03","44.5|690.33","39|606"
"1961","EXTRATO SECO DE VALERIANA OFFICINALIS L.","50MG|oral|comprimido",12.62,18.23,16,"VALSED","12.62","18.23","16"
"1962","EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES","1.25MCG|oral|comprimido",53.22,76.86,67,"INSETIVAC|INSETIVAC|INSETIVAC","53.22|53.22|53.22","76.86|76.86|76.86","67|67|67"
"1963","EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES","12.5MCG|oral|comprimido",53.22,76.86,67,"INSETIVAC|INSETIVAC|INSETIVAC","53.22|53.22|53.22","76.86|76.86|76.86","67|67|67"
"1964","EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES","125MCG|oral|comprimido",53.22,76.86,67,"INSETIVAC|INSETIVAC|INSETIVAC","53.22|53.22|53.22","76.86|76.86|76.86","67|67|67"
"1965","EZETIMIBA","10MG|20MG|oral|comprimido",45.59,56.99,53,"ZETSIM","45.59","56.99","53"
"1966","EZETIMIBA","10MG|oral|comprimido",17.58,275.86,84,"EZETROL|EZETIMIBA|EZETIMIBA|ZIMIEX|ZIMIEX|ZETIA|ZETIA|ZETIA|EZETIMIBA|EZETIMIBA|EZETIMIBA|POSICOR|EZETIMIBA|EZETIMIBA|ZETERINA|ZETERINA|EZETIMIBA|EZETIMIBA","110.42|51.3|60.47|17.58|34.21|110.34|36.74|220.69|71.78|143.46|52.7|52.7|71.77|143.42|70.3|140.49|71.77|71.78","138.03|64.13|75.59|21.98|42.76|137.93|45.93|275.86|89.73|179.33|65.88|65.88|89.71|179.28|87.88|175.61|89.71|89.73","129|60|71|20|40|129|43|257|84|167|61|61|84|167|82|164|84|84"
"1967","FAMOTIDINA","20MG|oral|comprimido",16.53,20.66,19,"FAMOX","16.53","20.66","19"
"1968","FAMOTIDINA","40MG|oral|comprimido",31.43,39.29,37,"FAMOX","31.43","39.29","37"
"1969","FAMPRIDINA","10MG|oral|comprimido",458.29,1323.99,871.5,"FAMPYRA|FAMPYRA","916.81|458.29","1323.99|661.83","1162|581"
"1970","FANCICLOVIR","125MG|oral|comprimido",58.42,73.03,68,"PENVIR","58.42","73.03","68"
"1971","FANCICLOVIR","500MG|oral|comprimido",327.72,409.65,382,"PENVIR","327.72","409.65","382"
"1972","FATOR DE VON WILLEBRAND","1000UI|2400UI|injetavel|solucao",2446.32,3532.78,3101,"HAEMATE P","2446.32","3532.78","3101"
"1973","FATOR DE VON WILLEBRAND","1000UI|injetavel|po",3045.1,4397.48,3860,"ALPHANATE","3045.1","4397.48","3860"
